item_id,Spec Nerd,Vintage Hunter,Designer,Budget Renovator,PC Master Race,Early Adopter,Practical DIYer,Minimalist,Value Hunter,Cheapskate,Hobbyist Gamer,Aesthetic Homemaker,Refurbished Expert,Luxury Buyer,Mint Collector
v1|167972087848|467542909872,11,10,10,1,11,10,10,1,9,1,1,10,3,11,4
v1|168221135645|467781132683,4,8,6,5,9,8,8,3,7,2,3,8,5,9,9
v1|406739762547|676977763310,0,0,5,3,8,1,0,11,1,11,11,0,4,6,1
v1|177953404874|477483179260,10,7,0,2,5,7,7,4,11,4,4,7,9,5,8
v1|318040509512|0,7,3,3,9,1,3,3,8,5,8,8,3,8,1,0
v1|306120813137|605557863832,8,4,4,6,3,4,4,7,6,7,5,4,10,4,5
v1|385247860188|653244450027,2,2,2,10,0,0,2,9,4,9,9,2,7,0,3
v1|236045210045|536556422788,9,6,9,7,4,6,6,5,2,5,6,6,11,2,7
v1|157624928825|459117411783,6,11,11,0,7,11,11,0,10,0,0,11,1,7,11
v1|397445362824|665841996756,1,1,1,11,2,2,1,10,3,10,10,1,0,3,2
v1|157551256315|459034375795,5,8,7,4,3,8,8,3,5,3,3,8,4,3,8
v1|147143667160|445622026005,11,11,6,6,5,11,11,0,11,0,0,11,10,4,11
v1|317887350111|616504612349,1,4,11,1,6,0,4,7,3,7,7,4,1,5,4
v1|147155071225|445629216055,6,9,8,0,11,9,9,2,7,2,2,9,5,11,9
v1|315741357416|614163560623,8,5,3,11,8,5,5,6,6,6,6,5,11,6,5
v1|406747054118|676983486739,3,0,0,5,1,1,0,11,0,11,11,0,6,1,1
v1|406728012458|676966201086,4,1,1,10,4,2,1,10,0,10,10,1,7,2,2
v1|157558063242|459043890003,9,7,5,7,9,7,7,4,10,4,4,7,8,8,7
v1|267427151459|567207014582,7,6,4,8,2,6,6,5,9,5,5,6,3,7,6
v1|404787189830|675858806851,0,2,2,9,0,3,2,9,0,9,9,2,0,0,0
v1|317924078025|616547352009,2,3,10,2,7,4,3,8,4,8,8,3,2,10,3
v1|147150492144|445626185920,10,10,9,0,10,10,10,1,8,1,1,10,9,9,10
v1|176923544547|0,10,10,11,11,9,0,10,1,10,2,0,10,2,2,0
v1|197955228476|0,9,9,9,1,10,11,9,2,7,3,0,9,6,11,4
v1|401867764202|671698080261,3,2,7,9,7,1,2,9,3,9,9,2,3,8,1
v1|298059781117|0,2,8,10,4,11,10,6,5,8,6,5,8,7,10,9
v1|336465640191|545948294146,1,3,8,7,2,7,3,8,6,8,8,3,5,9,8
v1|405449952909|675720740565,0,0,3,10,8,6,0,11,4,11,11,0,4,6,6
v1|326366974226|515486472883,6,7,4,5,0,2,5,6,0,7,6,5,8,5,5
v1|326366982799|515486762978,5,6,0,6,4,3,4,7,5,0,7,4,1,1,3
v1|405225067122|675331011999,4,1,6,8,3,5,1,10,2,10,10,1,11,7,7
v1|264728653200|565217875088,8,5,5,2,1,8,8,3,9,4,0,7,9,3,10
v1|265648857421|565437528213,7,4,1,3,5,4,7,4,1,5,0,6,0,0,2
v1|145489263878|444643602289,11,11,2,0,6,9,11,0,11,1,0,11,10,4,11
v1|298147758172|0,8,6,5,11,0,8,4,7,5,7,7,4,8,2,5
v1|358136553206|626489503286,7,5,4,10,8,7,2,9,3,9,9,2,9,7,4
v1|205709591207|0,2,9,2,0,3,4,10,2,9,4,0,9,2,3,3
v1|267436094057|567213811135,6,8,11,4,10,6,7,5,7,5,5,6,7,8,6
v1|277028382377|0,9,7,10,5,9,11,6,6,6,6,6,5,10,11,10
v1|136271095333|0,4,11,1,0,2,5,5,0,11,0,0,11,5,0,8
v1|205880840686|506664087420,3,3,7,3,1,9,9,3,8,1,0,8,6,1,7
v1|226432754921|525621046976,0,2,6,6,6,3,8,4,0,2,0,7,1,4,1
v1|315984155274|0,1,1,3,9,4,0,3,8,4,8,8,3,11,5,9
v1|358310265777|626584627244,11,0,8,8,7,2,1,10,2,10,10,1,4,9,2
v1|397660860041|0,5,4,0,7,5,1,0,11,1,11,11,0,3,6,0
v1|147186845119|445648161177,10,10,9,1,11,10,11,1,10,3,0,10,0,10,11
v1|306801962425|0,2,7,8,6,0,2,7,4,8,4,4,7,0,6,4
v1|298143968854|0,4,8,9,5,9,4,8,3,9,5,3,8,4,8,3
v1|306806261216|0,3,6,7,2,8,3,6,5,2,3,5,6,6,4,5
v1|306806473446|0,5,4,5,7,7,9,4,7,11,1,7,4,8,7,7
v1|389764106177|0,0,0,3,0,1,5,0,11,0,11,11,0,1,10,11
v1|306827426370|0,1,3,4,1,6,6,3,8,10,0,8,3,5,9,8
v1|318022797533|0,7,2,1,9,5,10,2,9,5,10,9,2,10,2,9
v1|147216211521|0,11,11,11,3,11,8,11,0,7,9,0,11,2,11,0
v1|318022797534|0,6,1,0,11,4,11,1,10,1,8,10,1,11,3,10
v1|306806453956|0,8,5,6,4,2,0,5,6,3,2,6,5,7,5,6
v1|298017425178|0,10,10,10,10,10,7,10,1,6,7,0,10,3,0,1
v1|298093854688|0,9,9,2,8,3,1,9,2,4,6,0,9,9,1,2
v1|277713739323|2560719239528,7,4,0,9,0,3,5,6,5,3,6,6,10,0,5
v1|313728745365|613438733658,5,2,7,8,6,2,2,9,2,2,9,3,4,8,2
v1|317604741223|0,1,1,3,7,2,1,1,10,1,1,10,2,6,7,1
v1|127708676025|428868960181,6,9,9,1,9,10,9,2,10,6,1,9,7,2,9
v1|125240455294|426275876024,9,10,1,0,10,11,10,1,11,4,0,10,9,3,10
v1|167792547676|0,2,8,10,2,8,9,8,3,9,7,2,8,2,9,8
v1|236372318139|536933422623,8,7,8,5,7,5,7,4,8,8,4,0,1,4,7
v1|117057093190|417115016277,10,11,11,10,11,7,11,0,6,5,3,11,8,5,11
v1|277413290525|2560544768752,11,6,6,11,5,8,6,5,7,9,5,7,11,1,6
v1|297725544323|0,3,5,5,3,4,6,4,7,4,10,7,5,3,11,4
v1|306829304239|0,0,3,4,4,3,4,3,8,3,11,8,4,0,10,3
v1|366040616289|0,4,0,2,6,1,0,0,11,0,0,11,1,5,6,0
v1|198189076778|0,10,3,3,11,6,7,3,8,7,8,8,3,11,0,3
v1|198188676938|0,2,5,5,4,7,1,5,6,1,6,6,5,2,2,4
v1|198188726559|0,7,4,4,6,11,4,4,7,5,7,7,4,5,6,2
v1|136985799555|0,0,9,9,0,4,9,9,2,8,2,2,9,0,8,9
v1|198204730317|0,6,2,2,9,1,6,2,9,6,9,9,2,9,5,6
v1|406658768027|0,1,0,1,2,3,0,0,11,0,11,11,0,10,11,1
v1|117092074250|0,11,11,11,7,9,11,11,0,10,0,0,11,8,10,11
v1|177511973567|0,9,8,8,8,5,8,8,3,11,3,3,8,6,7,8
v1|125205930294|0,4,10,10,1,8,10,10,1,9,1,1,10,1,9,10
v1|206149249933|0,5,1,0,10,0,3,1,10,3,10,10,1,7,1,0
v1|198188657501|0,3,6,6,3,2,2,6,5,2,5,5,6,3,3,5
v1|198188578806|0,8,7,7,5,10,5,7,4,4,4,4,7,4,4,7
v1|317931384736|0,6,5,6,5,5,2,2,9,3,9,1,2,9,6,3
v1|198185187425|0,3,9,10,1,10,9,9,2,9,2,5,5,6,10,10
v1|306725268454|0,7,6,7,7,7,6,6,5,5,5,2,4,11,7,7
v1|198185190060|0,4,8,9,3,9,10,8,3,8,3,4,9,8,9,9
v1|315743348357|614166340930,11,3,3,8,4,5,5,6,10,6,8,7,4,4,6
v1|315759716185|614190767065,10,2,1,10,3,4,4,7,4,7,9,3,3,3,5
v1|373956007574|642922328475,8,0,0,11,0,0,0,11,2,11,11,0,0,0,0
v1|357503276000|0,1,4,5,0,6,1,1,10,0,10,0,1,2,5,2
v1|155507965350|455747136684,0,10,0,6,1,7,10,1,1,1,7,10,1,1,1
v1|316480211378|615029181466,9,1,2,9,2,3,3,8,6,8,10,6,5,2,4
v1|137139501864|0,5,11,11,4,11,11,11,0,11,0,6,11,10,11,11
v1|198196886918|0,2,7,8,2,8,8,7,4,7,4,3,8,7,8,8
v1|286740274068|0,9,6,5,10,10,11,6,6,7,6,6,6,7,10,7
v1|287103571231|0,1,3,3,1,3,1,3,8,0,8,8,3,3,5,1
v1|197988999189|0,7,9,11,7,6,6,9,2,9,2,2,9,11,6,11
v1|235427253538|535547370200,3,5,6,9,5,5,5,5,5,5,5,5,1,3,8
v1|197992070195|0,6,8,10,6,7,8,8,3,8,3,3,8,10,7,10
v1|226657342235|525836409997,8,7,7,8,9,9,7,4,6,4,4,7,5,11,9
v1|185598867443|0,4,11,9,5,4,2,11,0,11,0,0,11,9,0,5
v1|186926765865|0,5,10,8,0,0,3,10,1,10,1,1,10,2,1,3
v1|358341224631|0,0,1,1,2,8,7,1,10,4,10,10,1,6,9,4
v1|389309967199|0,11,0,0,11,1,4,0,11,3,11,11,0,0,2,2
v1|317998314616|0,10,2,2,3,11,10,2,9,1,9,9,2,8,8,6
v1|287103561083|0,2,4,4,4,2,0,4,7,2,7,7,4,4,4,0
v1|175269411243|474480776304,2,1,9,1,9,9,9,2,11,2,2,9,1,9,9
v1|397678576821|666013628854,0,5,6,6,5,5,5,7,6,7,7,5,7,4,5
v1|365501769412|0,1,6,7,5,4,6,6,6,7,6,6,6,2,6,6
v1|397678578937|0,4,3,5,7,11,4,4,8,5,8,8,4,4,8,4
v1|185800585740|0,9,9,3,0,3,8,8,3,8,3,3,8,3,1,8
v1|397678580241|666013734664,5,2,4,10,1,3,3,9,4,9,9,3,10,3,3
v1|115840923783|0,11,11,11,8,8,11,11,0,10,0,0,11,9,11,11
v1|286901311482|0,8,7,8,4,6,7,0,5,2,5,5,7,6,7,7
v1|406784071019|0,7,4,1,3,10,1,1,11,1,11,11,1,5,5,1
v1|115840924649|0,10,10,10,9,7,10,10,1,9,1,1,10,8,10,10
v1|406238641660|0,3,0,2,11,0,2,2,10,3,10,10,2,11,2,2
v1|203196723423|503546792655,6,8,0,0,2,0,7,4,0,4,4,0,0,0,0
v1|397740524665|0,4,2,3,6,3,4,2,9,3,0,0,2,9,3,7
v1|366291482194|0,5,3,4,11,2,3,3,8,4,9,9,3,4,2,1
v1|277725790600|0,6,7,7,4,5,9,6,5,7,6,6,6,7,10,6
v1|323758290839|0,8,4,5,5,11,5,4,7,6,8,8,4,8,9,8
v1|127733361676|0,3,10,11,2,9,7,10,1,11,2,2,10,3,7,11
v1|177924595431|0,2,9,10,0,8,6,9,2,10,3,3,9,5,11,10
v1|188008680232|0,11,5,8,7,7,10,7,4,8,5,5,7,10,6,9
v1|406714291388|0,7,1,2,10,4,11,1,11,1,11,11,1,11,4,4
v1|298095599477|0,9,6,6,9,6,2,5,6,5,7,7,5,6,5,0
v1|115778647615|0,1,11,1,1,1,0,11,0,0,1,1,11,0,1,3
v1|406472895402|0,0,0,0,8,0,1,0,10,2,10,10,0,2,0,2
v1|187582160836|695421881920,10,8,9,3,10,8,8,3,9,4,4,8,1,8,5
v1|276983448276|0,7,4,4,10,2,5,4,7,11,9,7,4,10,5,4
v1|266310073715|0,10,6,6,6,1,9,6,5,9,5,5,6,5,4,6
v1|266719620247|0,9,5,5,5,10,6,5,6,6,8,6,5,0,10,5
v1|177947963475|0,11,11,11,0,11,11,11,0,7,0,0,11,11,11,11
v1|298118284026|0,0,3,3,7,5,4,3,8,4,11,8,3,7,2,3
v1|197173401940|0,0,9,10,1,0,3,10,1,3,1,1,10,2,9,10
v1|235835781495|0,5,7,7,4,7,7,7,4,0,4,0,7,1,6,7
v1|406705048678|0,0,2,2,9,6,1,2,9,5,6,9,2,8,3,2
v1|406705054981|0,0,0,0,8,4,0,0,11,1,10,11,0,6,1,0
v1|226611411175|0,8,8,9,2,9,10,9,2,10,2,2,9,9,7,9
v1|235392378498|0,6,10,8,3,8,8,8,3,8,3,0,8,4,8,8
v1|406705051754|0,0,1,1,11,3,2,1,10,2,7,10,1,3,0,1
v1|283430885591|584451120027,3,7,7,3,8,4,5,6,7,6,8,5,5,5,3
v1|276166032078|578536021282,2,5,3,4,4,2,7,4,8,4,1,7,1,4,1
v1|283491823433|584587947019,0,4,6,2,7,5,4,7,6,7,9,4,4,7,2
v1|274834016637|575080397374,9,9,9,6,9,7,8,3,9,3,3,8,6,9,5
v1|306213601212|0,5,2,2,5,5,9,2,9,1,9,0,2,8,0,6
v1|365361534993|0,11,1,1,11,6,11,0,11,0,11,11,0,9,6,4
v1|156814652413|0,7,6,4,0,1,6,11,0,11,0,4,11,11,1,11
v1|277539591757|0,6,8,8,8,11,3,6,5,5,5,5,6,7,10,9
v1|287133853287|0,10,3,5,9,2,8,3,8,2,8,2,3,10,8,8
v1|176084101615|475537197001,8,11,11,1,10,0,10,1,3,1,6,10,3,11,10
v1|317902752479|0,4,0,0,10,0,10,1,10,10,10,10,1,2,2,7
v1|236702250871|0,1,10,10,7,3,1,9,2,4,2,7,9,0,3,0
v1|315188000920|0,11,8,8,9,9,11,8,3,9,3,4,8,11,10,5
v1|406731875277|0,6,0,0,11,8,1,0,11,11,11,10,0,4,2,1
v1|317825673027|0,0,6,5,4,6,3,6,5,5,5,6,6,5,9,4
v1|405426161027|0,1,2,2,2,1,6,1,9,1,9,0,2,7,1,3
v1|317686649727|0,8,7,6,10,0,0,7,4,10,4,5,7,0,0,0
v1|145733340737|0,5,11,11,0,10,5,11,0,8,0,1,11,2,7,8
v1|406485477533|0,10,1,1,8,3,8,2,10,0,10,11,1,10,6,9
v1|205993966305|0,9,9,9,3,11,4,9,2,6,2,3,9,6,11,6
v1|336429439236|0,7,4,0,6,2,9,4,7,3,7,8,4,8,8,10
v1|358358912862|0,2,3,0,7,4,10,3,8,0,8,9,3,9,5,11
v1|317825681162|0,3,5,7,5,5,2,5,6,4,6,7,5,3,4,2
v1|198009690574|0,4,10,10,1,7,7,10,1,7,1,2,10,1,3,7
v1|316180682113|0,6,7,7,9,9,8,5,7,7,9,8,5,6,9,9
v1|177754483089|0,10,10,11,4,6,11,10,2,10,6,2,10,9,7,10
v1|306723722686|0,5,2,2,7,2,7,7,5,8,2,3,7,7,3,6
v1|316019736165|0,7,8,10,8,10,9,6,6,6,8,7,6,11,11,11
v1|157366430087|0,11,4,4,3,7,5,0,0,11,5,4,0,4,5,8
v1|406790547303|0,1,5,5,1,8,6,1,11,0,11,11,1,3,8,5
v1|227265351555|0,9,9,8,6,5,0,8,4,4,7,6,8,8,6,0
v1|198151462140|0,8,3,9,5,1,10,9,3,9,3,5,9,1,4,7
v1|358286448057|626574727044,4,1,1,10,0,4,4,8,5,1,9,4,5,2,4
v1|358295005858|0,3,0,0,2,4,3,3,9,3,0,0,3,10,1,3
v1|168077397950|0,2,11,3,0,11,1,11,1,1,4,1,11,0,0,1
v1|397221020331|0,0,6,6,11,3,2,2,10,2,10,10,2,2,10,2
v1|334012370996|0,11,2,2,8,10,8,2,9,11,9,9,2,10,5,6
v1|282568726051|0,2,5,8,3,11,7,5,6,6,6,6,5,7,11,8
v1|388911196479|0,7,1,0,9,7,5,1,10,3,10,10,1,8,10,5
v1|265076083869|0,1,6,9,6,4,2,6,5,2,5,5,6,2,3,2
v1|197050809942|0,6,9,5,2,6,9,9,2,10,2,2,9,11,6,9
v1|327009994380|0,5,3,7,10,5,3,3,8,4,8,8,3,3,4,3
v1|135511183037|0,10,11,6,0,9,11,11,0,9,0,0,11,9,9,11
v1|173954114549|0,9,10,0,1,8,10,10,1,7,1,1,10,5,8,10
v1|306345176040|0,8,4,4,7,1,6,4,7,5,7,7,4,4,7,7
v1|396242101343|0,0,0,0,11,0,4,0,11,8,11,11,0,6,0,4
v1|255330179427|0,3,7,10,5,3,1,7,4,1,4,4,7,1,2,1
v1|255266691952|0,4,8,11,4,2,0,8,3,0,3,3,8,0,1,0
v1|377029479790|0,4,4,2,8,11,4,2,9,10,9,9,4,6,6,4
v1|177887796888|0,9,9,9,2,9,11,9,2,6,2,2,9,7,8,8
v1|137105589315|0,10,10,10,1,7,6,10,1,5,1,1,10,5,7,6
v1|236705475013|0,7,5,5,5,8,7,5,6,11,6,6,5,11,5,11
v1|177968477778|0,8,7,7,4,5,5,7,4,0,4,4,7,0,11,5
v1|177948976567|0,11,8,8,3,4,10,8,3,7,3,3,8,8,10,10
v1|388042708535|0,2,1,1,10,2,2,1,10,3,10,10,1,3,2,1
v1|227254580060|0,0,6,6,9,1,1,6,5,2,5,5,6,2,1,0
v1|137093182417|0,1,11,11,0,0,0,11,0,1,0,0,11,1,0,7
v1|327033408210|0,6,3,0,6,6,8,4,7,9,7,7,3,9,3,3
v1|366177493724|0,5,2,3,7,10,9,3,8,8,8,8,2,10,9,9
v1|389773413322|0,3,0,0,11,3,3,0,11,4,11,11,0,4,4,2
v1|227246218971|0,7,5,4,5,3,4,5,6,4,6,6,5,6,5,5
v1|197252475646|0,1,9,6,2,5,6,9,2,1,2,2,9,5,8,9
v1|267616382060|0,2,4,3,6,8,7,4,7,3,7,7,4,9,9,4
v1|358261717591|0,6,1,8,10,7,1,1,11,5,11,11,0,11,11,7
v1|168186597625|0,0,10,7,1,6,0,10,1,0,1,1,10,1,3,10
v1|198179285501|0,10,8,11,3,10,5,8,3,10,3,3,8,3,4,8
v1|127705133686|0,11,11,10,0,11,11,11,0,11,0,0,11,2,6,11
v1|205357003342|506103687823,9,7,0,11,4,9,7,4,9,4,4,7,0,0,0
v1|227196823376|0,8,6,9,4,9,10,6,5,8,5,5,6,4,2,6
v1|305775121756|604888010811,5,0,1,8,0,3,0,9,7,9,9,2,8,1,1
v1|297903228485|0,3,3,5,7,1,8,3,8,2,8,8,3,7,10,3
v1|336429779697|0,4,2,2,9,2,2,2,10,6,10,10,1,10,7,2
v1|298150053739|0,6,3,0,9,4,5,3,8,5,9,2,3,6,7,6
v1|197718715931|0,5,7,7,4,6,3,7,4,4,6,4,7,5,4,1
v1|225572413684|0,4,5,5,6,11,8,4,7,2,8,3,5,4,9,7
v1|177785393230|0,8,8,8,3,9,7,8,3,6,5,6,8,9,8,8
v1|403857238179|673764940209,2,0,0,8,7,4,0,11,1,0,11,0,3,2,11
v1|155041949691|0,11,9,9,0,8,9,9,2,8,4,7,9,10,10,9
v1|206102510121|0,1,6,0,7,1,0,5,6,3,7,5,6,1,0,0
v1|127678913801|0,9,10,10,1,5,2,10,1,7,3,8,10,7,5,3
v1|388601739178|0,0,1,1,11,3,1,1,10,0,11,0,1,0,1,2
v1|304911325368|603899981237,3,2,0,10,10,11,2,9,10,10,1,2,8,6,5
v1|205789390595|506562089597,7,4,6,5,0,6,6,5,11,1,10,4,2,3,4
v1|115911942796|0,10,11,11,0,2,10,11,0,9,2,9,11,11,11,10
v1|205360056334|0,7,6,6,2,9,4,5,6,7,6,6,5,4,11,6
v1|187535499657|0,3,9,2,0,4,5,8,3,4,3,0,8,5,3,7
v1|389631505790|0,5,0,3,11,3,8,0,11,6,11,11,0,8,7,4
v1|117084805038|0,1,10,10,7,5,0,10,1,5,1,0,10,3,6,1
v1|204256352698|504823452403,9,4,7,1,10,6,6,5,3,5,5,6,10,4,3
v1|325234766774|0,11,5,1,9,11,10,2,9,11,9,9,2,11,5,8
v1|358344344125|626604249189,0,1,0,10,0,1,1,10,0,10,10,1,0,0,5
v1|116004403974|416571358891,10,11,11,6,2,2,11,0,9,0,0,11,6,1,0
v1|197693878554|0,8,8,8,8,7,11,7,4,10,4,0,7,7,10,11
v1|175958737659|476406335190,4,7,9,5,1,3,9,2,8,2,0,9,2,2,2
v1|287020935096|589064807384,2,3,5,3,8,7,4,7,2,7,7,4,1,8,10
v1|314636537739|0,6,2,4,4,6,9,3,8,1,8,8,3,9,9,9
