item_id,Bargain Hunter,Sourcing Pro,Auction Sniper,Luxury Buyer,Tech Pioneer,Persistent Analyst,Emotional Bidder,Habitual Buyer,Safety Focused,Budget Renovator
v1|406799087323|0,19,18,19,11,10,0,4,5,5,1
v1|195803434432|495656575216,15,5,8,4,0,5,3,3,4,15
v1|167879070923|0,11,17,5,10,11,7,10,8,6,13
v1|286954588121|0,10,19,18,13,12,19,19,7,14,1
v1|156249468479|0,17,2,1,2,0,0,7,1,1,18
v1|318012519567|0,14,3,7,3,0,3,1,2,2,17
v1|226871286432|0,,,,,,,,,,
v1|227168474018|0,,,,,,,,,,
v1|127772064870|0,,,,,,,,,,
v1|366010972007|0,,,,,,,,,,
v1|298159890936|0,,,,,,,,,,
v1|306843157947|0,,,,,,,,,,
v1|298159889991|0,,,,,,,,,,
v1|306842554929|0,,,,,,,,,,
v1|306842595874|0,,,,,,,,,,
v1|397542127213|0,,,,,,,,,,
v1|298159651178|0,,,,,,,,,,
v1|306842575463|0,,,,,,,,,,
v1|298159931388|0,,,,,,,,,,
v1|287181788219|0,,,,,,,,,,
v1|287181797032|0,,,,,,,,,,
v1|298159932333|0,,,,,,,,,,
v1|306842573694|0,,,,,,,,,,
v1|298160010730|0,,,,,,,,,,
v1|397065409370|665508779263,,,,,,,,,,
v1|295581731058|0,,,,,,,,,,
v1|388492005446|0,,,,,,,,,,
v1|357126677256|0,,,,,,,,,,
v1|267598133314|0,,,,,,,,,,
v1|287186264186|0,,,,,,,,,,
v1|267598136883|0,,,,,,,,,,
v1|267589917719|0,,,,,,,,,,
v1|389796131018|0,,,,,,,,,,
v1|389731258312|0,,,,,,,,,,
v1|394440418870|0,,,,,,,,,,
v1|376688107965|0,,,,,,,,,,
v1|157212460658|0,,,,,,,,,,
v1|287041996730|0,,,,,,,,,,
v1|318054162399|0,,,,,,,,,,
v1|355369164725|0,,,,,,,,,,
v1|287144349044|0,,,,,,,,,,
v1|406047337370|0,,,,,,,,,,
v1|266429666523|0,,,,,,,,,,
v1|389795366541|0,,,,,,,,,,
v1|267595634048|0,,,,,,,,,,
v1|397423602151|0,,,,,,,,,,
v1|135639654028|0,,,,,,,,,,
v1|147186823683|0,,,,,,,,,,
v1|397748212439|0,,,,,,,,,,
v1|137148375396|0,,,,,,,,,,
v1|389747893468|0,,,,,,,,,,
v1|168263800452|0,,,,,,,,,,
v1|188208718771|0,,,,,,,,,,
v1|358320205985|0,,,,,,,,,,
v1|287146632602|0,,,,,,,,,,
v1|358357951879|0,,,,,,,,,,
v1|168220457468|0,,,,,,,,,,
v1|397703578372|0,,,,,,,,,,
v1|287234327540|0,,,,,,,,,,
v1|406773296636|677006549556,,,,,,,,,,
v1|376850273243|0,,,,,,,,,,
v1|277810964929|0,,,,,,,,,,
v1|144285338951|0,,,,,,,,,,
v1|318056575861|0,,,,,,,,,,
v1|167591853853|0,,,,,,,,,,
v1|205927415771|0,,,,,,,,,,
v1|397763149750|0,,,,,,,,,,
v1|404929605572|674966575937,,,,,,,,,,
v1|406665564762|0,,,,,,,,,,
v1|318051535210|0,,,,,,,,,,
v1|236593647751|0,,,,,,,,,,
v1|147224804307|0,,,,,,,,,,
v1|397729931022|0,,,,,,,,,,
v1|405538727945|675832046049,,,,,,,,,,
v1|315031277733|0,,,,,,,,,,
v1|405279222865|0,,,,,,,,,,
v1|389673711621|0,,,,,,,,,,
v1|389798480094|0,,,,,,,,,,
v1|335820259773|0,,,,,,,,,,
v1|127689592702|0,,,,,,,,,,
v1|389753808721|0,,,,,,,,,,
v1|358262693486|0,,,,,,,,,,
v1|137165880175|0,,,,,,,,,,
v1|197851302024|0,,,,,,,,,,
v1|317713601070|0,,,,,,,,,,
v1|317908142839|0,,,,,,,,,,
v1|363937353569|0,,,,,,,,,,
v1|206168659196|0,,,,,,,,,,
v1|306802825822|0,,,,,,,,,,
v1|236381235087|0,,,,,,,,,,
v1|206168659244|0,,,,,,,,,,
v1|397006886154|665466913700,,,,,,,,,,
v1|357853831144|0,,,,,,,,,,
v1|325861737028|0,,,,,,,,,,
v1|316738658572|0,,,,,,,,,,
v1|236433320863|0,,,,,,,,,,
v1|318062144906|0,,,,,,,,,,
v1|357846682172|0,,,,,,,,,,
v1|314151382004|0,,,,,,,,,,
v1|357940702295|0,,,,,,,,,,
v1|236680878534|0,,,,,,,,,,
v1|277622623777|0,,,,,,,,,,
v1|358273988505|0,,,,,,,,,,
v1|357940702778|0,,,,,,,,,,
v1|358179311211|0,,,,,,,,,,
v1|236680868622|0,,,,,,,,,,
v1|317524801451|0,,,,,,,,,,
v1|187142102791|0,,,,,,,,,,
v1|198224789886|0,,,,,,,,,,
v1|317774288570|0,,,,,,,,,,
v1|336482206743|0,,,,,,,,,,
v1|267613106608|0,,,,,,,,,,
v1|318013686468|0,,,,,,,,,,
v1|389398070105|0,,,,,,,,,,
v1|227262979990|0,,,,,,,,,,
v1|358374526973|0,,,,,,,,,,
v1|257185267582|0,,,,,,,,,,
v1|267620027832|0,,,,,,,,,,
v1|317573168105|0,,,,,,,,,,
v1|188194391508|0,,,,,,,,,,
v1|157058239761|0,,,,,,,,,,
v1|206120160106|0,,,,,,,,,,
v1|298007088102|0,,,,,,,,,,
v1|358373519879|0,,,,,,,,,,
v1|157705402668|0,,,,,,,,,,
v1|387466984892|0,,,,,,,,,,
v1|397700545082|0,,,,,,,,,,
v1|287140229397|0,,,,,,,,,,
v1|287044803748|0,,,,,,,,,,
v1|147183494609|0,,,,,,,,,,
v1|147183503882|0,,,,,,,,,,
v1|327046390319|0,,,,,,,,,,
v1|318024013538|0,,,,,,,,,,
v1|287139877430|0,,,,,,,,,,
v1|358198384381|626527416589,,,,,,,,,,
v1|147224681054|0,,,,,,,,,,
v1|136937429516|0,,,,,,,,,,
v1|298113756360|0,,,,,,,,,,
v1|317543340829|0,,,,,,,,,,
v1|236453742221|0,,,,,,,,,,
v1|306748954149|606642506052,,,,,,,,,,
v1|406677295678|676922340534,,,,,,,,,,
v1|127751059672|0,,,,,,,,,,
v1|317344196466|615894090035,,,,,,,,,,
v1|116697269596|0,,,,,,,,,,
v1|127659106363|0,,,,,,,,,,
v1|317708680210|0,,,,,,,,,,
v1|326991777407|0,,,,,,,,,,
v1|147133599649|445615579060,,,,,,,,,,
v1|397542606359|0,,,,,,,,,,
v1|406737469909|676998344763,,,,,,,,,,
v1|366212273814|0,,,,,,,,,,
v1|366298196292|0,,,,,,,,,,
v1|389559441908|0,,,,,,,,,,
v1|397234746176|0,,,,,,,,,,
v1|396517819531|0,,,,,,,,,,
v1|358179594726|626515393904,,,,,,,,,,
v1|127710321353|0,,,,,,,,,,
v1|227227953036|0,,,,,,,,,,
v1|306583260160|0,,,,,,,,,,
v1|306828819094|0,,,,,,,,,,
v1|397626854395|0,,,,,,,,,,
v1|177509361607|0,,,,,,,,,,
v1|326466958897|0,,,,,,,,,,
v1|177591938314|0,,,,,,,,,,
v1|177509382541|0,,,,,,,,,,
v1|395716041709|0,,,,,,,,,,
v1|127635238501|0,,,,,,,,,,
v1|406263849971|0,,,,,,,,,,
v1|127757710288|0,,,,,,,,,,
v1|306749387443|0,,,,,,,,,,
v1|317972601540|0,,,,,,,,,,
v1|127686670144|0,,,,,,,,,,
v1|256950720355|0,,,,,,,,,,
v1|255347611950|0,,,,,,,,,,
v1|406709872272|0,,,,,,,,,,
v1|256680946352|0,,,,,,,,,,
v1|127731796086|0,,,,,,,,,,
v1|317760024012|0,,,,,,,,,,
v1|277525240023|0,,,,,,,,,,
v1|236709732996|0,,,,,,,,,,
v1|188137009952|0,,,,,,,,,,
v1|297615351650|0,,,,,,,,,,
v1|167728389318|0,,,,,,,,,,
v1|358164897410|0,,,,,,,,,,
v1|327022497515|0,,,,,,,,,,
v1|127673303169|0,,,,,,,,,,
v1|225245009371|524197028189,,,,,,,,,,
v1|168049086280|0,,,,,,,,,,
v1|137167897190|0,,,,,,,,,,
v1|206005649734|0,,,,,,,,,,
v1|167867010464|0,,,,,,,,,,
v1|316752957172|0,,,,,,,,,,
v1|168189235996|0,,,,,,,,,,
v1|277821956790|0,,,,,,,,,,
v1|389695171087|0,,,,,,,,,,
v1|358247126414|0,,,,,,,,,,
v1|298108095949|0,,,,,,,,,,
v1|297903800757|0,,,,,,,,,,
v1|206005591499|0,,,,,,,,,,
v1|205924931431|0,,,,,,,,,,
v1|206130714057|0,,,,,,,,,,
v1|127729080462|0,,,,,,,,,,
v1|298152227693|0,,,,,,,,,,
v1|127628156778|0,,,,,,,,,,
v1|377009485004|0,,,,,,,,,,
v1|358350498396|0,,,,,,,,,,
v1|225583913714|0,,,,,,,,,,
v1|136751446282|0,,,,,,,,,,
v1|326934589907|0,,,,,,,,,,
v1|157765892863|0,,,,,,,,,,
v1|406771950420|0,,,,,,,,,,
v1|366230934946|0,,,,,,,,,,
v1|272429654836|0,,,,,,,,,,
v1|204882816046|0,,,,,,,,,,
v1|275966009088|2560782001725,,,,,,,,,,
v1|116945859027|0,,,,,,,,,,
v1|272668357948|0,,,,,,,,,,
v1|187936967973|0,,,,,,,,,,
v1|147141944607|0,,,,,,,,,,
v1|168202919953|0,,,,,,,,,,
v1|377008818901|0,,,,,,,,,,
v1|188067320130|0,,,,,,,,,,
v1|206152081727|0,,,,,,,,,,
v1|276547279762|0,,,,,,,,,,
v1|365570555764|0,,,,,,,,,,
v1|297877099677|0,,,,,,,,,,
v1|287214225453|0,,,,,,,,,,
v1|147194230879|0,,,,,,,,,,
v1|147194239864|0,,,,,,,,,,
v1|137042545020|0,,,,,,,,,,
v1|326432733740|515545406131,,,,,,,,,,
v1|296958365229|0,,,,,,,,,,
v1|406658261145|0,,,,,,,,,,
v1|257363089921|0,,,,,,,,,,
v1|157433249050|0,,,,,,,,,,
v1|284995203399|0,,,,,,,,,,
v1|168252113757|0,,,,,,,,,,
v1|255204969341|0,,,,,,,,,,
v1|196979849106|0,,,,,,,,,,
v1|267620289100|0,,,,,,,,,,
v1|147196823129|0,,,,,,,,,,
v1|198056923308|0,,,,,,,,,,
v1|397716627227|0,,,,,,,,,,
v1|227252545819|0,,,,,,,,,,
v1|284349639548|0,,,,,,,,,,
v1|283755173755|0,,,,,,,,,,
v1|177813783816|0,,,,,,,,,,
v1|276621938816|0,,,,,,,,,,
v1|276344715413|0,,,,,,,,,,
v1|356202855227|0,,,,,,,,,,
v1|186951722424|0,,,,,,,,,,
v1|267542204761|0,,,,,,,,,,
v1|176706122874|0,,,,,,,,,,
v1|277811171717|0,,,,,,,,,,
v1|276632052798|2560061035712,,,,,,,,,,
v1|336479634223|0,,,,,,,,,,
v1|276326692811|578771786929,,,,,,,,,,
v1|402584387531|0,,,,,,,,,,
v1|326985884545|0,,,,,,,,,,
v1|284930588601|0,,,,,,,,,,
v1|206163191950|0,,,,,,,,,,
v1|317646165660|0,,,,,,,,,,
v1|174955310097|0,,,,,,,,,,
v1|116623924464|0,,,,,,,,,,
v1|317646248110|0,,,,,,,,,,
v1|387106104056|654374698231,,,,,,,,,,
v1|277772923077|0,,,,,,,,,,
v1|127756935977|0,,,,,,,,,,
v1|277800339343|0,,,,,,,,,,
v1|376971261648|0,,,,,,,,,,
v1|306832614347|0,,,,,,,,,,
v1|127765186066|0,,,,,,,,,,
v1|257424266521|0,,,,,,,,,,
v1|157745004568|0,,,,,,,,,,
v1|256889227802|0,,,,,,,,,,
v1|168252193157|0,,,,,,,,,,
v1|397758761228|0,,,,,,,,,,
v1|127771738323|0,,,,,,,,,,
v1|227270303731|0,,,,,,,,,,
v1|389784991454|0,,,,,,,,,,
v1|206162655862|0,,,,,,,,,,
v1|205928773732|0,,,,,,,,,,
v1|236128993322|0,,,,,,,,,,
v1|257414672609|0,,,,,,,,,,
v1|127767724160|0,,,,,,,,,,
v1|206065391384|0,,,,,,,,,,
v1|206053339691|0,,,,,,,,,,
v1|397732506269|0,,,,,,,,,,
v1|205899917759|0,,,,,,,,,,
v1|177975859818|0,,,,,,,,,,
v1|358369901813|0,,,,,,,,,,
v1|206118753614|0,,,,,,,,,,
v1|187995566685|0,,,,,,,,,,
v1|267454092155|0,,,,,,,,,,
v1|134421994886|0,,,,,,,,,,
v1|206023058432|0,,,,,,,,,,
v1|253905004123|553389099184,,,,,,,,,,
v1|252260226036|553057378089,,,,,,,,,,
v1|316233180703|0,,,,,,,,,,
v1|187628305982|0,,,,,,,,,,
v1|317812692906|0,,,,,,,,,,
v1|262251875220|560999897338,,,,,,,,,,
v1|188027977476|0,,,,,,,,,,
v1|406246317044|0,,,,,,,,,,
v1|317804560144|0,,,,,,,,,,
v1|235077741136|0,,,,,,,,,,
v1|357503276000|0,,,,,,,,,,
v1|168193989576|467765642712,,,,,,,,,,
v1|406776242006|0,,,,,,,,,,
v1|116825796193|416969597856,,,,,,,,,,
v1|147224526844|0,,,,,,,,,,
v1|165783286432|0,,,,,,,,,,
v1|165117868498|0,,,,,,,,,,
v1|277575360649|0,,,,,,,,,,
v1|168105179680|0,,,,,,,,,,
v1|336475377922|0,,,,,,,,,,
v1|147028839199|0,,,,,,,,,,
v1|127718600836|0,,,,,,,,,,
v1|204156063027|0,,,,,,,,,,
v1|168245075772|467797067627,,,,,,,,,,
v1|168193989572|467765631009,,,,,,,,,,
v1|187801489067|0,,,,,,,,,,
v1|206091038002|0,,,,,,,,,,
v1|358234884212|0,,,,,,,,,,
v1|137055139853|0,,,,,,,,,,
v1|306807341978|0,,,,,,,,,,
v1|277825482731|0,,,,,,,,,,
v1|157703225049|0,,,,,,,,,,
v1|358377148283|0,,,,,,,,,,
v1|397612910028|0,,,,,,,,,,
v1|336442374247|545933441369,,,,,,,,,,
v1|287232359835|0,,,,,,,,,,
v1|336452082877|0,,,,,,,,,,
v1|336442374134|545933326275,,,,,,,,,,
v1|286884159401|588909335612,,,,,,,,,,
v1|358289858184|0,,,,,,,,,,
v1|153934810931|454003443549,,,,,,,,,,
v1|137138620321|0,,,,,,,,,,
v1|317899318885|0,,,,,,,,,,
v1|136504476681|0,,,,,,,,,,
v1|277831529900|0,,,,,,,,,,
v1|137163264624|0,,,,,,,,,,
v1|146627126016|0,,,,,,,,,,
v1|157421768418|0,,,,,,,,,,
v1|366291847161|0,,,,,,,,,,
v1|287227367102|0,,,,,,,,,,
v1|267588795891|0,,,,,,,,,,
v1|366234706247|0,,,,,,,,,,
v1|389682869425|0,,,,,,,,,,
v1|177767995759|0,,,,,,,,,,
v1|147061022456|0,,,,,,,,,,
v1|127754376468|428929852633,,,,,,,,,,
v1|397431644369|0,,,,,,,,,,
v1|317848305323|0,,,,,,,,,,
v1|317971570520|0,,,,,,,,,,
v1|306704065128|0,,,,,,,,,,
v1|317063001934|0,,,,,,,,,,
v1|366237006766|0,,,,,,,,,,
v1|147057450238|0,,,,,,,,,,
v1|298153596066|0,,,,,,,,,,
v1|157744955033|0,,,,,,,,,,
v1|236662215799|0,,,,,,,,,,
v1|336346529516|545870712351,,,,,,,,,,
v1|358329772825|0,,,,,,,,,,
v1|188209844684|0,,,,,,,,,,
v1|176962360627|0,,,,,,,,,,
v1|236644500821|0,,,,,,,,,,
v1|376920777603|0,,,,,,,,,,
v1|406395962031|0,,,,,,,,,,
v1|389620747573|0,,,,,,,,,,
v1|318056959599|0,,,,,,,,,,
v1|406799658021|0,,,,,,,,,,
v1|236526846833|0,,,,,,,,,,
v1|406799657064|0,,,,,,,,,,
v1|277833308139|0,,,,,,,,,,
v1|318056945664|0,,,,,,,,,,
v1|277833310607|0,,,,,,,,,,
v1|318056947285|0,,,,,,,,,,
v1|236392338921|0,,,,,,,,,,
v1|389160604411|0,,,,,,,,,,
v1|376920753470|0,,,,,,,,,,
v1|389535022686|0,,,,,,,,,,
v1|236360311741|0,,,,,,,,,,
v1|336496447393|0,,,,,,,,,,
v1|206157741290|0,,,,,,,,,,
v1|376920784522|0,,,,,,,,,,
v1|306842097094|0,,,,,,,,,,
v1|306828902933|0,,,,,,,,,,
v1|198159399760|0,,,,,,,,,,
v1|306794858396|0,,,,,,,,,,
v1|137161972370|0,,,,,,,,,,
v1|306833152172|0,,,,,,,,,,
v1|318022797519|0,,,,,,,,,,
v1|306765197075|0,,,,,,,,,,
v1|306583744722|0,,,,,,,,,,
v1|306823007633|0,,,,,,,,,,
v1|306834529702|0,,,,,,,,,,
v1|306818864185|0,,,,,,,,,,
v1|306608416136|0,,,,,,,,,,
v1|306791333522|0,,,,,,,,,,
v1|306833152039|0,,,,,,,,,,
v1|306836174891|0,,,,,,,,,,
v1|317995661388|0,,,,,,,,,,
v1|317996232044|0,,,,,,,,,,
v1|317390949687|0,,,,,,,,,,
v1|306674159286|0,,,,,,,,,,
v1|357411491960|626566128118,,,,,,,,,,
v1|177924850020|477468319240,,,,,,,,,,
v1|177934393244|477472507537,,,,,,,,,,
v1|267584234867|567400028223,,,,,,,,,,
v1|257378704513|558045073823,,,,,,,,,,
v1|236699160175|537196648324,,,,,,,,,,
v1|236474798548|537014272206,,,,,,,,,,
v1|235066057125|537009209564,,,,,,,,,,
v1|257378706125|558045144155,,,,,,,,,,
v1|257252688232|557912010222,,,,,,,,,,
v1|257230230504|557885514574,,,,,,,,,,
v1|336340944912|545866202237,,,,,,,,,,
v1|257157789630|557798446197,,,,,,,,,,
v1|389797645219|657085953763,,,,,,,,,,
v1|397764132732|0,,,,,,,,,,
v1|336150539786|545702984588,,,,,,,,,,
v1|168086998018|467698962498,,,,,,,,,,
v1|168204405126|467771515931,,,,,,,,,,
v1|365810549360|635587680161,,,,,,,,,,
v1|236713299005|0,,,,,,,,,,
v1|302983565318|601918650093,,,,,,,,,,
v1|267394979072|0,,,,,,,,,,
v1|317610646786|0,,,,,,,,,,
v1|305775418436|604889113090,,,,,,,,,,
v1|305775391753|604888945789,,,,,,,,,,
v1|305202673504|604127308644,,,,,,,,,,
v1|305775496943|604888957700,,,,,,,,,,
v1|374713807871|0,,,,,,,,,,
v1|204317992594|504866882299,,,,,,,,,,
v1|116870022215|0,,,,,,,,,,
v1|204317995112|504867057475,,,,,,,,,,
v1|305775381717|604888905039,,,,,,,,,,
v1|115910573939|0,,,,,,,,,,
v1|384286823184|0,,,,,,,,,,
v1|305775573478|604889169468,,,,,,,,,,
v1|384286840342|0,,,,,,,,,,
v1|305775399762|604888978903,,,,,,,,,,
v1|305202744234|604127448588,,,,,,,,,,
v1|206025212660|0,,,,,,,,,,
v1|305202824270|604127301479,,,,,,,,,,
v1|277828078237|0,,,,,,,,,,
v1|205458582803|0,,,,,,,,,,
v1|127768832121|0,,,,,,,,,,
v1|188163746080|0,,,,,,,,,,
v1|286986469230|0,,,,,,,,,,
v1|389719511497|0,,,,,,,,,,
v1|167991476606|0,,,,,,,,,,
v1|389636344070|0,,,,,,,,,,
v1|257404384739|0,,,,,,,,,,
v1|376927187725|0,,,,,,,,,,
v1|206141529016|0,,,,,,,,,,
v1|377058161314|0,,,,,,,,,,
v1|177991824557|0,,,,,,,,,,
v1|127706831605|0,,,,,,,,,,
v1|267565527501|0,,,,,,,,,,
v1|277735997516|0,,,,,,,,,,
v1|358342698069|0,,,,,,,,,,
v1|277717166206|0,,,,,,,,,,
v1|267507236312|0,,,,,,,,,,
v1|146151822442|0,,,,,,,,,,
v1|115900664842|416011705928,,,,,,,,,,
v1|198199661356|0,,,,,,,,,,
v1|198155677728|0,,,,,,,,,,
v1|206144147194|0,,,,,,,,,,
v1|397758885327|666083422662,,,,,,,,,,
v1|166778351830|466436005079,,,,,,,,,,
v1|206144918050|0,,,,,,,,,,
v1|227243800703|0,,,,,,,,,,
v1|227261177467|0,,,,,,,,,,
v1|206132020267|0,,,,,,,,,,
v1|227260146520|0,,,,,,,,,,
v1|198180725493|0,,,,,,,,,,
v1|206144621249|0,,,,,,,,,,
v1|198199485065|0,,,,,,,,,,
v1|198180435854|0,,,,,,,,,,
v1|227259830091|0,,,,,,,,,,
v1|227259776742|0,,,,,,,,,,
v1|227253458603|0,,,,,,,,,,
v1|206111190115|0,,,,,,,,,,
v1|206132859134|0,,,,,,,,,,
v1|315743348357|614166340930,,,,,,,,,,
v1|223043348784|521856992543,,,,,,,,,,
v1|335795849290|545327943155,,,,,,,,,,
v1|147138139162|445618233112,,,,,,,,,,
v1|315759716185|614190767065,,,,,,,,,,
v1|186682386017|694716349762,,,,,,,,,,
v1|316122837783|614772321933,,,,,,,,,,
v1|316072072373|614682381565,,,,,,,,,,
v1|135716281653|0,,,,,,,,,,
v1|316480211378|615029181466,,,,,,,,,,
v1|317474920664|0,,,,,,,,,,
v1|315741387387|614163626806,,,,,,,,,,
v1|405016911613|675079539768,,,,,,,,,,
v1|317446006278|0,,,,,,,,,,
v1|137139501864|0,,,,,,,,,,
v1|357293152514|0,,,,,,,,,,
v1|336465212055|0,,,,,,,,,,
v1|389397281936|0,,,,,,,,,,
