query,item_id,title,price,persona,relevance
iPhone 14,v1|157768924892|0,Apple iPhone 14 - 128GB - Mezzanotte (Sbloccato),300.0 EUR,Designer,3
iPhone 14,v1|358358710899|0,iPhone 14,220.0 EUR,Designer,2
iPhone 14,v1|389578012636|656948771562,APPLE IPHONE 14 128GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B C,330.0 EUR,Designer,0
iPhone 14,v1|206151822381|0,Batteria Originale iPhone 14 Pro 100% Ricondizionata,69.0 EUR,Designer,0
iPhone 14,v1|396754756199|665235946077,Apple iPhone 14 128GB 256GB 5G Nuovo Mai Aperto Sbloccato Originale,399.99 EUR,Spec Nerd,11
iPhone 14,v1|358358710899|0,iPhone 14,220.0 EUR,Spec Nerd,10
iPhone 14,v1|267615676584|0,Apple iPhone 14 - 128GB - Blu (Sbloccato),250.0 EUR,Spec Nerd,9
iPhone 14,v1|267294957372|0,Apple iPhone 14 128GB Nero-Condizione Buono-Nuova Batteria,307.83 EUR,Spec Nerd,8
iPhone 14,v1|206151822381|0,Batteria Originale iPhone 14 Pro 100% Ricondizionata,69.0 EUR,Spec Nerd,7
iPhone 14,v1|157768924892|0,Apple iPhone 14 - 128GB - Mezzanotte (Sbloccato),300.0 EUR,Spec Nerd,6
iPhone 14,v1|177971786716|477500319969,APPLE IPHONE 14 PRO RICONDIZIONATO 256GB BUONO BIANCO ORO NERO VIOLA,399.99 EUR,Spec Nerd,5
iPhone 14,v1|389578012636|656948771562,APPLE IPHONE 14 128GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B C,330.0 EUR,Spec Nerd,4
iPhone 14,v1|388176590728|656948752632,APPLE IPHONE 14 256GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B,370.0 EUR,Spec Nerd,3
iPhone 14,v1|156634712319|0,Apple iPhone 14 - 128GB - Galassia (Sbloccato) - ricondizionato PARI AL NUOVO,345.0 EUR,Spec Nerd,2
iPhone 14,v1|126630624577|427673716567,APPLE IPHONE 14 RICONDIZIONATO 128GB 256GB ECCELLENTE BIANCO NERO ROSSO ROSA BLU,339.0 EUR,Spec Nerd,1
iPhone 14,v1|116987458864|417079780027,BACK COVER VETRO SCOCCA POSTERIORE IPHONE 14 COMPLETO FRAME MAGSAFE ,14.99 EUR,Spec Nerd,0
iPhone 14,v1|116987458864|417079780027,BACK COVER VETRO SCOCCA POSTERIORE IPHONE 14 COMPLETO FRAME MAGSAFE ,14.99 EUR,Early Adopter,11
iPhone 14,v1|358358710899|0,iPhone 14,220.0 EUR,Early Adopter,10
iPhone 14,v1|157768924892|0,Apple iPhone 14 - 128GB - Mezzanotte (Sbloccato),300.0 EUR,Early Adopter,9
iPhone 14,v1|267294957372|0,Apple iPhone 14 128GB Nero-Condizione Buono-Nuova Batteria,307.83 EUR,Early Adopter,8
iPhone 14,v1|267615676584|0,Apple iPhone 14 - 128GB - Blu (Sbloccato),250.0 EUR,Early Adopter,7
iPhone 14,v1|126630624577|427673716567,APPLE IPHONE 14 RICONDIZIONATO 128GB 256GB ECCELLENTE BIANCO NERO ROSSO ROSA BLU,339.0 EUR,Early Adopter,6
iPhone 14,v1|396754756199|665235946077,Apple iPhone 14 128GB 256GB 5G Nuovo Mai Aperto Sbloccato Originale,399.99 EUR,Early Adopter,5
iPhone 14,v1|156634712319|0,Apple iPhone 14 - 128GB - Galassia (Sbloccato) - ricondizionato PARI AL NUOVO,345.0 EUR,Early Adopter,4
iPhone 14,v1|177971786716|477500319969,APPLE IPHONE 14 PRO RICONDIZIONATO 256GB BUONO BIANCO ORO NERO VIOLA,399.99 EUR,Early Adopter,3
iPhone 14,v1|206151822381|0,Batteria Originale iPhone 14 Pro 100% Ricondizionata,69.0 EUR,Early Adopter,2
iPhone 14,v1|388176590728|656948752632,APPLE IPHONE 14 256GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B,370.0 EUR,Early Adopter,1
iPhone 14,v1|389578012636|656948771562,APPLE IPHONE 14 128GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B C,330.0 EUR,Early Adopter,0
iPhone 14,v1|358358710899|0,iPhone 14,220.0 EUR,Value Hunter,11
iPhone 14,v1|267615676584|0,Apple iPhone 14 - 128GB - Blu (Sbloccato),250.0 EUR,Value Hunter,10
iPhone 14,v1|157768924892|0,Apple iPhone 14 - 128GB - Mezzanotte (Sbloccato),300.0 EUR,Value Hunter,9
iPhone 14,v1|267294957372|0,Apple iPhone 14 128GB Nero-Condizione Buono-Nuova Batteria,307.83 EUR,Value Hunter,8
iPhone 14,v1|389578012636|656948771562,APPLE IPHONE 14 128GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B C,330.0 EUR,Value Hunter,7
iPhone 14,v1|396754756199|665235946077,Apple iPhone 14 128GB 256GB 5G Nuovo Mai Aperto Sbloccato Originale,399.99 EUR,Value Hunter,6
iPhone 14,v1|177971786716|477500319969,APPLE IPHONE 14 PRO RICONDIZIONATO 256GB BUONO BIANCO ORO NERO VIOLA,399.99 EUR,Value Hunter,5
iPhone 14,v1|206151822381|0,Batteria Originale iPhone 14 Pro 100% Ricondizionata,69.0 EUR,Value Hunter,4
iPhone 14,v1|126630624577|427673716567,APPLE IPHONE 14 RICONDIZIONATO 128GB 256GB ECCELLENTE BIANCO NERO ROSSO ROSA BLU,339.0 EUR,Value Hunter,3
iPhone 14,v1|156634712319|0,Apple iPhone 14 - 128GB - Galassia (Sbloccato) - ricondizionato PARI AL NUOVO,345.0 EUR,Value Hunter,2
iPhone 14,v1|388176590728|656948752632,APPLE IPHONE 14 256GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B,370.0 EUR,Value Hunter,1
iPhone 14,v1|116987458864|417079780027,BACK COVER VETRO SCOCCA POSTERIORE IPHONE 14 COMPLETO FRAME MAGSAFE ,14.99 EUR,Value Hunter,0
iPhone 14,v1|396754756199|665235946077,Apple iPhone 14 128GB 256GB 5G Nuovo Mai Aperto Sbloccato Originale,399.99 EUR,Luxury Buyer,11
iPhone 14,v1|157768924892|0,Apple iPhone 14 - 128GB - Mezzanotte (Sbloccato),300.0 EUR,Luxury Buyer,10
iPhone 14,v1|156634712319|0,Apple iPhone 14 - 128GB - Galassia (Sbloccato) - ricondizionato PARI AL NUOVO,345.0 EUR,Luxury Buyer,9
iPhone 14,v1|267294957372|0,Apple iPhone 14 128GB Nero-Condizione Buono-Nuova Batteria,307.83 EUR,Luxury Buyer,8
iPhone 14,v1|267615676584|0,Apple iPhone 14 - 128GB - Blu (Sbloccato),250.0 EUR,Luxury Buyer,7
iPhone 14,v1|358358710899|0,iPhone 14,220.0 EUR,Luxury Buyer,6
iPhone 14,v1|177971786716|477500319969,APPLE IPHONE 14 PRO RICONDIZIONATO 256GB BUONO BIANCO ORO NERO VIOLA,399.99 EUR,Luxury Buyer,5
iPhone 14,v1|126630624577|427673716567,APPLE IPHONE 14 RICONDIZIONATO 128GB 256GB ECCELLENTE BIANCO NERO ROSSO ROSA BLU,339.0 EUR,Luxury Buyer,4
iPhone 14,v1|388176590728|656948752632,APPLE IPHONE 14 256GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B,370.0 EUR,Luxury Buyer,3
iPhone 14,v1|389578012636|656948771562,APPLE IPHONE 14 128GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B C,330.0 EUR,Luxury Buyer,2
iPhone 14,v1|206151822381|0,Batteria Originale iPhone 14 Pro 100% Ricondizionata,69.0 EUR,Luxury Buyer,1
iPhone 14,v1|116987458864|417079780027,BACK COVER VETRO SCOCCA POSTERIORE IPHONE 14 COMPLETO FRAME MAGSAFE ,14.99 EUR,Luxury Buyer,0
iPhone 14,v1|126630624577|427673716567,APPLE IPHONE 14 RICONDIZIONATO 128GB 256GB ECCELLENTE BIANCO NERO ROSSO ROSA BLU,339.0 EUR,Aesthetic Homemaker,11
iPhone 14,v1|156634712319|0,Apple iPhone 14 - 128GB - Galassia (Sbloccato) - ricondizionato PARI AL NUOVO,345.0 EUR,Aesthetic Homemaker,10
iPhone 14,v1|177971786716|477500319969,APPLE IPHONE 14 PRO RICONDIZIONATO 256GB BUONO BIANCO ORO NERO VIOLA,399.99 EUR,Aesthetic Homemaker,9
iPhone 14,v1|116987458864|417079780027,BACK COVER VETRO SCOCCA POSTERIORE IPHONE 14 COMPLETO FRAME MAGSAFE ,14.99 EUR,Aesthetic Homemaker,8
iPhone 14,v1|206151822381|0,Batteria Originale iPhone 14 Pro 100% Ricondizionata,69.0 EUR,Aesthetic Homemaker,7
iPhone 14,v1|358358710899|0,iPhone 14,220.0 EUR,Aesthetic Homemaker,6
iPhone 14,v1|267615676584|0,Apple iPhone 14 - 128GB - Blu (Sbloccato),250.0 EUR,Aesthetic Homemaker,5
iPhone 14,v1|157768924892|0,Apple iPhone 14 - 128GB - Mezzanotte (Sbloccato),300.0 EUR,Aesthetic Homemaker,4
iPhone 14,v1|388176590728|656948752632,APPLE IPHONE 14 256GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B,370.0 EUR,Aesthetic Homemaker,3
iPhone 14,v1|389578012636|656948771562,APPLE IPHONE 14 128GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B C,330.0 EUR,Aesthetic Homemaker,2
iPhone 14,v1|396754756199|665235946077,Apple iPhone 14 128GB 256GB 5G Nuovo Mai Aperto Sbloccato Originale,399.99 EUR,Aesthetic Homemaker,1
iPhone 14,v1|267294957372|0,Apple iPhone 14 128GB Nero-Condizione Buono-Nuova Batteria,307.83 EUR,Aesthetic Homemaker,0
iPhone 14,v1|396754756199|665235946077,Apple iPhone 14 128GB 256GB 5G Nuovo Mai Aperto Sbloccato Originale,399.99 EUR,Mint Collector,11
iPhone 14,v1|358358710899|0,iPhone 14,220.0 EUR,Mint Collector,10
iPhone 14,v1|157768924892|0,Apple iPhone 14 - 128GB - Mezzanotte (Sbloccato),300.0 EUR,Mint Collector,9
iPhone 14,v1|126630624577|427673716567,APPLE IPHONE 14 RICONDIZIONATO 128GB 256GB ECCELLENTE BIANCO NERO ROSSO ROSA BLU,339.0 EUR,Mint Collector,8
iPhone 14,v1|156634712319|0,Apple iPhone 14 - 128GB - Galassia (Sbloccato) - ricondizionato PARI AL NUOVO,345.0 EUR,Mint Collector,7
iPhone 14,v1|177971786716|477500319969,APPLE IPHONE 14 PRO RICONDIZIONATO 256GB BUONO BIANCO ORO NERO VIOLA,399.99 EUR,Mint Collector,6
iPhone 14,v1|267615676584|0,Apple iPhone 14 - 128GB - Blu (Sbloccato),250.0 EUR,Mint Collector,5
iPhone 14,v1|267294957372|0,Apple iPhone 14 128GB Nero-Condizione Buono-Nuova Batteria,307.83 EUR,Mint Collector,4
iPhone 14,v1|388176590728|656948752632,APPLE IPHONE 14 256GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B,370.0 EUR,Mint Collector,3
iPhone 14,v1|389578012636|656948771562,APPLE IPHONE 14 128GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B C,330.0 EUR,Mint Collector,2
iPhone 14,v1|116987458864|417079780027,BACK COVER VETRO SCOCCA POSTERIORE IPHONE 14 COMPLETO FRAME MAGSAFE ,14.99 EUR,Mint Collector,1
iPhone 14,v1|206151822381|0,Batteria Originale iPhone 14 Pro 100% Ricondizionata,69.0 EUR,Mint Collector,0
iPhone 14,v1|396754756199|665235946077,Apple iPhone 14 128GB 256GB 5G Nuovo Mai Aperto Sbloccato Originale,399.99 EUR,PC Master Race,11
iPhone 14,v1|389578012636|656948771562,APPLE IPHONE 14 128GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B C,330.0 EUR,PC Master Race,10
iPhone 14,v1|267615676584|0,Apple iPhone 14 - 128GB - Blu (Sbloccato),250.0 EUR,PC Master Race,9
iPhone 14,v1|267294957372|0,Apple iPhone 14 128GB Nero-Condizione Buono-Nuova Batteria,307.83 EUR,PC Master Race,8
iPhone 14,v1|358358710899|0,iPhone 14,220.0 EUR,PC Master Race,7
iPhone 14,v1|177971786716|477500319969,APPLE IPHONE 14 PRO RICONDIZIONATO 256GB BUONO BIANCO ORO NERO VIOLA,399.99 EUR,PC Master Race,6
iPhone 14,v1|157768924892|0,Apple iPhone 14 - 128GB - Mezzanotte (Sbloccato),300.0 EUR,PC Master Race,5
iPhone 14,v1|126630624577|427673716567,APPLE IPHONE 14 RICONDIZIONATO 128GB 256GB ECCELLENTE BIANCO NERO ROSSO ROSA BLU,339.0 EUR,PC Master Race,4
iPhone 14,v1|156634712319|0,Apple iPhone 14 - 128GB - Galassia (Sbloccato) - ricondizionato PARI AL NUOVO,345.0 EUR,PC Master Race,3
iPhone 14,v1|206151822381|0,Batteria Originale iPhone 14 Pro 100% Ricondizionata,69.0 EUR,PC Master Race,2
iPhone 14,v1|388176590728|656948752632,APPLE IPHONE 14 256GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B,370.0 EUR,PC Master Race,1
iPhone 14,v1|116987458864|417079780027,BACK COVER VETRO SCOCCA POSTERIORE IPHONE 14 COMPLETO FRAME MAGSAFE ,14.99 EUR,PC Master Race,0
iPhone 14,v1|388176590728|656948752632,APPLE IPHONE 14 256GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B,370.0 EUR,Cheapskate,11
iPhone 14,v1|389578012636|656948771562,APPLE IPHONE 14 128GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B C,330.0 EUR,Cheapskate,10
iPhone 14,v1|177971786716|477500319969,APPLE IPHONE 14 PRO RICONDIZIONATO 256GB BUONO BIANCO ORO NERO VIOLA,399.99 EUR,Cheapskate,9
iPhone 14,v1|156634712319|0,Apple iPhone 14 - 128GB - Galassia (Sbloccato) - ricondizionato PARI AL NUOVO,345.0 EUR,Cheapskate,8
iPhone 14,v1|267294957372|0,Apple iPhone 14 128GB Nero-Condizione Buono-Nuova Batteria,307.83 EUR,Cheapskate,7
iPhone 14,v1|396754756199|665235946077,Apple iPhone 14 128GB 256GB 5G Nuovo Mai Aperto Sbloccato Originale,399.99 EUR,Cheapskate,6
iPhone 14,v1|157768924892|0,Apple iPhone 14 - 128GB - Mezzanotte (Sbloccato),300.0 EUR,Cheapskate,5
iPhone 14,v1|126630624577|427673716567,APPLE IPHONE 14 RICONDIZIONATO 128GB 256GB ECCELLENTE BIANCO NERO ROSSO ROSA BLU,339.0 EUR,Cheapskate,4
iPhone 14,v1|116987458864|417079780027,BACK COVER VETRO SCOCCA POSTERIORE IPHONE 14 COMPLETO FRAME MAGSAFE ,14.99 EUR,Cheapskate,3
iPhone 14,v1|206151822381|0,Batteria Originale iPhone 14 Pro 100% Ricondizionata,69.0 EUR,Cheapskate,2
iPhone 14,v1|267615676584|0,Apple iPhone 14 - 128GB - Blu (Sbloccato),250.0 EUR,Cheapskate,1
iPhone 14,v1|358358710899|0,iPhone 14,220.0 EUR,Cheapskate,0
iPhone 14,v1|116987458864|417079780027,BACK COVER VETRO SCOCCA POSTERIORE IPHONE 14 COMPLETO FRAME MAGSAFE ,14.99 EUR,Practical DIYer,11
iPhone 14,v1|126630624577|427673716567,APPLE IPHONE 14 RICONDIZIONATO 128GB 256GB ECCELLENTE BIANCO NERO ROSSO ROSA BLU,339.0 EUR,Practical DIYer,10
iPhone 14,v1|156634712319|0,Apple iPhone 14 - 128GB - Galassia (Sbloccato) - ricondizionato PARI AL NUOVO,345.0 EUR,Practical DIYer,9
iPhone 14,v1|157768924892|0,Apple iPhone 14 - 128GB - Mezzanotte (Sbloccato),300.0 EUR,Practical DIYer,8
iPhone 14,v1|177971786716|477500319969,APPLE IPHONE 14 PRO RICONDIZIONATO 256GB BUONO BIANCO ORO NERO VIOLA,399.99 EUR,Practical DIYer,7
iPhone 14,v1|206151822381|0,Batteria Originale iPhone 14 Pro 100% Ricondizionata,69.0 EUR,Practical DIYer,6
iPhone 14,v1|267294957372|0,Apple iPhone 14 128GB Nero-Condizione Buono-Nuova Batteria,307.83 EUR,Practical DIYer,5
iPhone 14,v1|267615676584|0,Apple iPhone 14 - 128GB - Blu (Sbloccato),250.0 EUR,Practical DIYer,4
iPhone 14,v1|358358710899|0,iPhone 14,220.0 EUR,Practical DIYer,3
iPhone 14,v1|388176590728|656948752632,APPLE IPHONE 14 256GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B,370.0 EUR,Practical DIYer,2
iPhone 14,v1|389578012636|656948771562,APPLE IPHONE 14 128GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B C,330.0 EUR,Practical DIYer,1
iPhone 14,v1|396754756199|665235946077,Apple iPhone 14 128GB 256GB 5G Nuovo Mai Aperto Sbloccato Originale,399.99 EUR,Practical DIYer,0
iPhone 14,v1|116987458864|417079780027,BACK COVER VETRO SCOCCA POSTERIORE IPHONE 14 COMPLETO FRAME MAGSAFE ,14.99 EUR,Hobbyist Gamer,11
iPhone 14,v1|126630624577|427673716567,APPLE IPHONE 14 RICONDIZIONATO 128GB 256GB ECCELLENTE BIANCO NERO ROSSO ROSA BLU,339.0 EUR,Hobbyist Gamer,10
iPhone 14,v1|156634712319|0,Apple iPhone 14 - 128GB - Galassia (Sbloccato) - ricondizionato PARI AL NUOVO,345.0 EUR,Hobbyist Gamer,9
iPhone 14,v1|157768924892|0,Apple iPhone 14 - 128GB - Mezzanotte (Sbloccato),300.0 EUR,Hobbyist Gamer,8
iPhone 14,v1|177971786716|477500319969,APPLE IPHONE 14 PRO RICONDIZIONATO 256GB BUONO BIANCO ORO NERO VIOLA,399.99 EUR,Hobbyist Gamer,7
iPhone 14,v1|206151822381|0,Batteria Originale iPhone 14 Pro 100% Ricondizionata,69.0 EUR,Hobbyist Gamer,6
iPhone 14,v1|267294957372|0,Apple iPhone 14 128GB Nero-Condizione Buono-Nuova Batteria,307.83 EUR,Hobbyist Gamer,5
iPhone 14,v1|267615676584|0,Apple iPhone 14 - 128GB - Blu (Sbloccato),250.0 EUR,Hobbyist Gamer,4
iPhone 14,v1|358358710899|0,iPhone 14,220.0 EUR,Hobbyist Gamer,3
iPhone 14,v1|388176590728|656948752632,APPLE IPHONE 14 256GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B,370.0 EUR,Hobbyist Gamer,0
iPhone 14,v1|389578012636|656948771562,APPLE IPHONE 14 128GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B C,330.0 EUR,Hobbyist Gamer,1
iPhone 14,v1|396754756199|665235946077,Apple iPhone 14 128GB 256GB 5G Nuovo Mai Aperto Sbloccato Originale,399.99 EUR,Hobbyist Gamer,0
iPhone 14,v1|116987458864|417079780027,BACK COVER VETRO SCOCCA POSTERIORE IPHONE 14 COMPLETO FRAME MAGSAFE ,14.99 EUR,Minimalist,11
iPhone 14,v1|126630624577|427673716567,APPLE IPHONE 14 RICONDIZIONATO 128GB 256GB ECCELLENTE BIANCO NERO ROSSO ROSA BLU,339.0 EUR,Minimalist,10
iPhone 14,v1|156634712319|0,Apple iPhone 14 - 128GB - Galassia (Sbloccato) - ricondizionato PARI AL NUOVO,345.0 EUR,Minimalist,9
iPhone 14,v1|157768924892|0,Apple iPhone 14 - 128GB - Mezzanotte (Sbloccato),300.0 EUR,Minimalist,8
iPhone 14,v1|177971786716|477500319969,APPLE IPHONE 14 PRO RICONDIZIONATO 256GB BUONO BIANCO ORO NERO VIOLA,399.99 EUR,Minimalist,7
iPhone 14,v1|206151822381|0,Batteria Originale iPhone 14 Pro 100% Ricondizionata,69.0 EUR,Minimalist,6
iPhone 14,v1|267294957372|0,Apple iPhone 14 128GB Nero-Condizione Buono-Nuova Batteria,307.83 EUR,Minimalist,5
iPhone 14,v1|267615676584|0,Apple iPhone 14 - 128GB - Blu (Sbloccato),250.0 EUR,Minimalist,4
iPhone 14,v1|358358710899|0,iPhone 14,220.0 EUR,Minimalist,3
iPhone 14,v1|388176590728|656948752632,APPLE IPHONE 14 256GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B,370.0 EUR,Minimalist,2
iPhone 14,v1|389578012636|656948771562,APPLE IPHONE 14 128GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B C,330.0 EUR,Minimalist,1
iPhone 14,v1|396754756199|665235946077,Apple iPhone 14 128GB 256GB 5G Nuovo Mai Aperto Sbloccato Originale,399.99 EUR,Minimalist,0
iPhone 14,v1|116987458864|417079780027,BACK COVER VETRO SCOCCA POSTERIORE IPHONE 14 COMPLETO FRAME MAGSAFE ,14.99 EUR,Refurbished Expert,11
iPhone 14,v1|126630624577|427673716567,APPLE IPHONE 14 RICONDIZIONATO 128GB 256GB ECCELLENTE BIANCO NERO ROSSO ROSA BLU,339.0 EUR,Refurbished Expert,10
iPhone 14,v1|156634712319|0,Apple iPhone 14 - 128GB - Galassia (Sbloccato) - ricondizionato PARI AL NUOVO,345.0 EUR,Refurbished Expert,9
iPhone 14,v1|157768924892|0,Apple iPhone 14 - 128GB - Mezzanotte (Sbloccato),300.0 EUR,Refurbished Expert,8
iPhone 14,v1|177971786716|477500319969,APPLE IPHONE 14 PRO RICONDIZIONATO 256GB BUONO BIANCO ORO NERO VIOLA,399.99 EUR,Refurbished Expert,7
iPhone 14,v1|206151822381|0,Batteria Originale iPhone 14 Pro 100% Ricondizionata,69.0 EUR,Refurbished Expert,6
iPhone 14,v1|267294957372|0,Apple iPhone 14 128GB Nero-Condizione Buono-Nuova Batteria,307.83 EUR,Refurbished Expert,5
iPhone 14,v1|267615676584|0,Apple iPhone 14 - 128GB - Blu (Sbloccato),250.0 EUR,Refurbished Expert,4
iPhone 14,v1|358358710899|0,iPhone 14,220.0 EUR,Refurbished Expert,3
iPhone 14,v1|388176590728|656948752632,APPLE IPHONE 14 256GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B,370.0 EUR,Refurbished Expert,2
iPhone 14,v1|389578012636|656948771562,APPLE IPHONE 14 128GB BATTERIA E COLORE A SCELTA. DEVICE VERIFICATI GRADI A B C,330.0 EUR,Refurbished Expert,1
iPhone 14,v1|396754756199|665235946077,Apple iPhone 14 128GB 256GB 5G Nuovo Mai Aperto Sbloccato Originale,399.99 EUR,Refurbished Expert,0
Smartphone,v1|298115064392|0,"Blackview OSCAL FLAT 1C Smartphone 4GB+32GB 6,5"" HD+ 4700mAh Android 13 Telefono",59.0 EUR,Budget Renovator,11
Smartphone,v1|287101363796|0,Smartphone Ultra globale sbloccato 7.5 pollici sim doppia 24GB RAM + 64GB ROM,109.99 EUR,Budget Renovator,10
